age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,Cluster
-0.7648125826358242,-0.6967461670680947,-1.085293045304263,-1.0703141605157978,1.6008082439459117,-0.052486689027699,-0.3244138054473745,0.6030226891555274,-1.250898595793242,1.202608061307714,0.8380146013976734,0.1911686619529903,0.9766836006274175,0.9672041516493516,1.029981080308972,1.0798355319767,-0.6715059533606335,1.3847526227632574,-1.8567993987828375,-1.4451505099177462,-1.3057882828998084,0.822446024139537,2
-0.7648125826358242,-0.6967461670680947,0.8643351797932156,-0.1912060204617544,1.6008082439459117,-1.0683580895638074,-0.3244138054473745,0.6030226891555274,-1.250898595793242,1.202608061307714,-0.745635039038875,1.3615890412570129,0.2282670484225,-1.0339078862458588,-1.2227114404153896,1.0798355319767,-0.6715059533606335,0.0315741640369472,0.3646953953740965,-0.4575761295639333,1.2379551253465717,0.822446024139537,2
-0.6665076234281346,2.1089430962933604,-1.085293045304263,1.1274561896193105,-1.0378866636572393,-1.0683580895638074,-0.3244138054473745,0.6030226891555274,-0.4066475750104014,1.202608061307714,0.8380146013976734,0.1911686619529903,0.2282670484225,-1.0339078862458588,1.029981080308972,-1.51176974476738,1.2470824848126043,-1.321604294689363,0.3646953953740965,0.5299982507898795,-1.3057882828998084,0.361691948991337,1
-0.6665076234281346,-0.6967461670680947,0.8643351797932156,-0.630760090488776,0.2814607901443361,-1.0683580895638074,-0.3244138054473745,-1.6583123951777,2.126105487338121,-1.080824966491743,0.8380146013976734,0.1911686619529903,0.9766836006274175,0.9672041516493516,-1.2227114404153896,1.0798355319767,0.2877882657259855,0.0315741640369472,0.3646953953740965,1.5175726311436923,-1.3057882828998084,0.361691948991337,0
-0.8631175418435136,-0.6967461670680947,-0.4354169702717702,-0.9604256430090422,1.6008082439459117,-1.0683580895638074,-1.4830345391879978,0.6030226891555274,-1.250898595793242,1.202608061307714,0.8380146013976734,1.3615890412570129,0.2282670484225,-1.0339078862458588,-1.2227114404153896,1.0798355319767,1.2470824848126043,1.3847526227632574,-0.7460520017043707,-0.4575761295639333,-1.3057882828998084,0.361691948991337,2
-0.9614225010512032,-0.6967461670680947,-0.4354169702717702,-0.1912060204617544,-1.0378866636572393,1.9792561120445176,0.8342069282932487,0.6030226891555274,-1.250898595793242,1.202608061307714,0.0461897811793991,-0.979251717351032,-1.2685660559873353,-1.0339078862458588,-1.2227114404153896,1.0798355319767,2.2063767038992235,-1.321604294689363,2.58619018953103,-0.4575761295639333,1.2379551253465717,0.361691948991337,3
-0.8631175418435136,-0.6967461670680947,-0.4354169702717702,-0.1912060204617544,-1.0378866636572393,1.9792561120445176,-1.4830345391879978,0.6030226891555274,-1.250898595793242,1.202608061307714,-0.745635039038875,1.3615890412570129,0.2282670484225,-1.0339078862458588,-1.2227114404153896,1.0798355319767,0.2877882657259855,0.0315741640369472,0.3646953953740965,0.5299982507898795,1.2379551253465717,1.283200099287737,3
-0.9614225010512032,-0.6967461670680947,-1.085293045304263,-0.9604256430090422,-1.0378866636572393,1.9792561120445176,-0.3244138054473745,0.6030226891555274,-1.250898595793242,1.202608061307714,-0.745635039038875,0.1911686619529903,0.2282670484225,-1.0339078862458588,-1.2227114404153896,-0.2159671063953401,0.2877882657259855,0.0315741640369472,-1.8567993987828375,0.5299982507898795,-1.3057882828998084,1.283200099287737,3
-1.0597274602588924,-0.6967461670680947,-0.4354169702717702,-0.9604256430090422,0.2814607901443361,-1.0683580895638074,-0.3244138054473745,-1.6583123951777,-1.250898595793242,1.202608061307714,0.8380146013976734,-0.979251717351032,-0.5201495037824176,-1.0339078862458588,-0.4718139335072691,1.0798355319767,-0.6715059533606335,1.3847526227632574,-0.7460520017043707,-0.4575761295639333,1.2379551253465717,0.822446024139537,3
-0.7648125826358242,-0.6967461670680947,-0.4354169702717702,-0.9604256430090422,-1.0378866636572393,1.9792561120445176,-0.3244138054473745,0.6030226891555274,-1.250898595793242,1.202608061307714,0.0461897811793991,0.1911686619529903,0.2282670484225,-1.0339078862458588,-1.2227114404153896,1.0798355319767,0.2877882657259855,1.3847526227632574,0.3646953953740965,1.5175726311436923,1.2379551253465717,0.361691948991337,3
